Tweet,Label
ihh sedih bgtt,Sad
demi apapun ini baguss banget. aku nangis selama baca ini. emang bahasannya agak berat. tapi aku suka banget bacanya. haish jadi pengen baca buku historical fiction yang lainnya :(,Love
sedih ajh,Sad
gw benci sekolah,Anger
pangeran kodok sama siapa ya dulu? ya allah dulu suka banget sama ni sinetron,Love
bodoh punya statement ..baik gi minum arak ..melacur ..main judi ..baru betul thrill,Anger
"ya allah ya balik atuh, sepi gada kakak",Sad
ngeri bgt dah kek drama thriller psikopat,Fear
ga enak bgt bangun bangun badan panass:(,Sad
ih jadi malu dipanggil bestie sama makji tapi happi,Joy
mondol sekamar 5 orang..ngirit masak rame2..ada yg bawa panci..kompor..dandang..beras.. kurang enak..banyakin micin..,Neutral
enaknya nino kita apa in ya mak bisa bisa nya bikin anak mamak sedih.. nanti klo sedih ga bisa live igeh lagi..,Sad
lu nggak malu? atau mungkin kalian emang nggak tau malu?,Fear
emm hampir setiap waktu gitu sampe panik?,Fear
centi bgt bangsat,Anger
kaget liatnya,Fear
"gue baik banget apa ya sampe orang suka minjem duit, minta jawaban maksa",Anger
"semuanya sih, termasuk denise juga sedih juga harus ninggalin kakak-kakaknya",Sad
kecewa dengan semalam harini mulakan dengan 3 pointers,Sad
itu makanan kesukaan dia kan? entah makanan kesukaan dia atau dia emg suka sama ayam itu. dia juga bbrp kali mentioned ayam itu di livenya,Neutral
"pria, jika wanita marah, ajaklah dia berbelanja atau ke salon. niscaya amarahnya langsung hilang.",Neutral
gak aneh kok. kenapa harus aneh~ tapi gapapa kalau sesekali mau coba nderr~ nebeng sama temen gitu kalau lagi pada mau nonton. kalau engga ya gapapa. chill~ santai~ ada wilayah yg ga ada bioskop dan isokay kincana kok,Neutral
panik banget tadi twitter gua ga bisa di buka,Fear
oke saya berangkat sendiri saja,Neutral
"kata bang koi ""itu yg suka komen kpop plostak plastik plostak plastik itu uda kasih kerja ke berapa orang ya""",Neutral
"jiminku sembuh, semoga dia secepatnya bisa beraktifitas seperti biasa",Joy
"braithwaitw ""kami akan bertemu penggemar kami lagi dan menunjukkan kepada mereka bahwa kami adalah satu tim yang bersatu. kami akan menunjukkan semangat.",Joy
baru saja mengirim foto special region of yogyakarta,Neutral
"iyaa bestie tp saya ky orang bego kalo online, ini krn banyak yg positif soalnya:(",Anger
bodoh,Anger
weekend ruined. haih penat la bodoh jadi supporter mu ni,Anger
"eh iya bener, aku kemaren kepilih buat ngisi acara rapat kan nah aku takut klo ngomongnya belibet trs aku minta sama allah biar dilancarin semuanya, dan bener allah lancarin semuanya sampe acara selesai",Joy
disini sepi bgt knp ya,Sad
ya sprti biasa.kerja kerja dan kerja..,Neutral
"erick thohir menjelaskan, tujuan gerakan et ini dibentuk guna membumikan semangat bertani masyarakat. ia pun ingin agar masyarakat dapat memanfaatkan lahan perumahan menjadi lokasi pertanian.,",Neutral
nasi biasa di canpur sambal cikur sangrai,Neutral
chico vs laksya nih tbl tbl takut banget loch. mangatttt chico,Joy
jenis takut penyapu tuu,Neutral
"[fakta melody] melody suka menanam pohon, maka dari itu dia ambil jurusan pertanian, biar bisa menanam benih cinta gue ke dia",Love
"maksudku perjalananmu ke sini. . tapi, junsoo-ya sudah bertahan sampai sejauh ini, sangat menakjubkan! erangan itu”” meski samar terdengar pada indera pendengaran”” roman cemas tetap terpampang secara jelas. mereka, kan sudah lama dipisah oleh jarak, chaewon ”",Neutral
sudah ketebak kelanjutannya hohoho tentu saja aku tidak akan tertypu lagi dasar yajuj dan makjuj,Neutral
anjinglah brengsek bangsat,Anger
"wkwkww kadang mo ngelarang nyanyi dia nya dah kepede en dlasal bunyi aja , asbun.. dan bahagia buat dia",Joy
"di saat senang ataupun susah, menangislah dalam hati..",Joy
"bagi gua yang taurus, ya taulah kebanyakan taurus tuh keras kepalanya banget banget, egoisnya tinggi, sok cuek padahal mah baperan, kalo soal cinta taurus susah buka hati tapi sekali nemu 1 yang dia suka dan dia sreg dia bakal bucin banget meskipun endingnya putus",Neutral
"pekan 23 telah tiba! tim arema fc akan bertemu dengan tim asal ibukota persija jakarta. duel seru kali ini tentu tidak mudah untuk kedua tim, karena arema fc harus melawan persija yang membawa misi balas dendam kekalahan di putaran pertama.",Neutral
kalo lu ky gt ya sama aja donh sama kawan2 lu itu yg kalo deadlock ujung2nya cari serep. padahal lu sendiri yg bilang kalo kawan2 lu yuh pada bego. kerja kok modelan ky gt ga nyari mandiri.,Anger
nanti tunggu free aja biar enak sleepkol dan vc nua,Neutral
suka banget sama part rapline disini,Love
"happy saturdayy , semangat buat hari ini! have a nice dayy ;3333333",Joy
mari kak wa aja viu start 6k aja uda puas make sebulan. bisa req harga r utk c juga ¢¢ untuk sementara payment via shopee pay ditutup ya. shopee pay aku error. ¢¢ aku ready preset lightroom (via gdrive) ¢¢ no rush order,Neutral
"cewek itu suka berpura-pura dan menutupi semua masalahnya, karena dia gak mau ngerepotin dan bikin khawatir orang yang dia sayang.",Love
apa kabar?,Neutral
"udah gw duga, soalnya tumben bgt cube ngegas bgt promosinya dll, jadi keinget cb helicopter kmrn . cube, kalo lo sampe ngapa2in anak gw awas ya. gw marah bnrn, marah bgt.",Anger
hah? kaya dendam bnaget sama ibu,Anger
"kuuyy kak, mau liat haekal bahagia, tapi kalau sad end bakal lebih berkesan lagi.,hadu gw kayanya nyari penyakit de",Joy
sepi banget yuk join cuman rep doang gausah follow!,Neutral
"pagi nder, semangat nder",Joy
emosi mulu kek ahok,Anger
buat apa sedih hati.,Neutral
"pengen banget punya jaket varsity, eh taunya dikasih jaket keren, alhamdulillah rezeki anak sholeh.",Joy
takut banget bocil tetangga lagi sakit yg tadinya mau menghirup udara mendung akhirnya tutup pintu lagi,Fear
mau dong mutualan.. akun baru netes masih sepi bgt :(,Sad
"semoga lancar lancar saja,lanjut pekerjaan yg kemarin.",Neutral
ngapain takut,Neutral
"gue fikir baba ga ikut. malu bgt asw gadeng, malu aja haha :')",Fear
gila malu banget lah,Fear
kayaknya masih sepi ya apa lanjutin snowdrop dulu..,Neutral
aku suka banget sama hampir semua genre sih. kayanya kecuali metal sama rock :] akhir-akhir ini selera musikku lebih ke calming vibes yang enak didenger sambil mengerjakan apapun. coba dengerin ini deh kak!,Love
"suer thanxxxx bangetttt buah hadiahnya gaes, sayang kalian semua emuahhhh",Love
jangan masuk psikologi kalau gak suka hitung-hitungan atau gak suka berusaha. di psikologi ga harus pinter yang penting tekun dan konsisten karena banyak banget matkul yang sifat penugasannya jangka panjang dan butuh kesabaran dan konsistensi dari diri sendiri,Neutral
"ngezoom banget gambarnya, kaget",Fear
sedih kulkasku cuma isi bunga es sama sayur....,Sad
"betuul, aku suka di tl tapi pengen di dm juga cuman monoton banget kalau di dm makanya aku suka ghosting",Neutral
njirr gue malu guekira suara rose kagettt,Fear
senang bermain salju,Joy
"trs gue makan sampe dibawain minum, dibilangin pake ini yang biar enak, intinya trs ngomong gak berhenti, gue dah nahan nangis karna merasa bersalah gue jutekin",Sad
"kenapa ya orang2 kok suka banget cari2 kesalahannya aespa? iri bilang sahabat. damn, kalo gasuka mending gausa diliat.",Anger
kok gue senyam senyum sendiri bacanya.. semangat ya!!,Joy
"terkadang aku bisa marah, bingung, sedih dan ceria tak kenal hari dan waktu. aku sadar itu dan aku menyesuaikan. mungkin yang paling sering terlihat ketika aku berada di kerumunan banyak orang adalah warna-warni (ceria). tapi sebenarnya aku memupuk warna hitam, putih dan abu.",Sad
pura-pura bego padahal tau semuanya seru banget ya,Neutral
suka banget sama endingnya,Love
dr playlist semangat pagi,Neutral
dah lah ak kecewa!!,Anger
"banyak orang bahagia hari ini, yang sakit disembuhkan, yang sehat dijaga kesehatannya. yang sedih, semoga cepat bahagia.",Neutral
"orang kalo terlalu sering kecewa ngebatin nya pasti udah di level ""ya gimana ya, mau gimana lagi"" ampe pasrah gitu",Sad
"gua suka kpop krn ada dita nya, kenapa lu mau bilang gua overproud? ya emang iya, suka suka gua, gua gak ganggu kesukaan lu, jadi mari saling respect satu sama lain",Neutral
sumpah hp gue jadi enak banget tampilanya bersih banget dan smooth for scroll jadi nyaman banget coy,Joy
"haha 2 may change be 5 feb memang kaw-kaw si suami kena marah sebab tak ingat birthday si isteri. aku ingat ayah aku kahwin lain tadi.. dalam rumah ini tiada yang birthday harini, esok adalah.. birthday my 2nd sis",Neutral
"3) jangan malu minta foto real, real pict jaminan anda cocok atau kagak. dpd dateng2 kecewa beda foto, mana jaman skr app edit foto dah jahat2!!",Anger
"sepi btul, mending ke priv sj",Sad
"kita selalu brsama, senang sedih kita lalui brsama disaat kita sudah lulus sekolah kita mulai brlanjak dewasa, brpisah unt mr_anoncyber",Neutral
ya kali baru kaget sekarang,Neutral
bodoh sekali anda liga spanyol nmr 1siapa?,Anger
semangat tin,Joy
". lucu banget tetangga ngira aku punya baby karna tiap pagi suka gendongin kucing cium cium. dia kira baby sampe dia nanya ""babynya umur brp mbak?"" aku malah ketawa",Joy
"barakallahu fii umrik dok.. sehat, panjang umur, bahagia dunia dan akhirat. aamiin.",Joy
tolong leon jangan sampe kebawa emosi ya,Anger
tolol bgt asu,Anger
"kalau menurut etika menaiki kereta yang kucari di internet semalam, tidak ada yang melarang tiduran di kompartemen kereta. dia lalu tersenyum. ""asal kau tidak berisik dan mengotori kompartemen, itu saja.""",Neutral
"hey km tetep semangat yaa semoga cepet pulih. jgn lupa istirahat yg cukup, eat well & minum vit. speed recovery bestie",Joy
"suka dengan cara aan menuliskan permasalahan sosial di buku ini. selain tema itu, cinta yang luas ada di dalamnya",Love
",, ayok semangat jaga kesehatan maka minum istirahat teratur dan asupan yg bergizi jgn lupa selalu bersyukur dan berdoa setiap saat alhamdulillah aamiin yaa allah yaa rabbal alamin,keren nih pak mentri bumn erick thohir semangat sehat pak,",Joy
"kalo bapak dulu waktu sekeluarga masih ngerantau, tau banget kalo gw suka pisang ambon. setiap pulang kerja gapernah lupa pasti bawain pisang ambon buat stok bbrp hari, kalo abisan dibeliin lagi. seneng bgt kalo liat gw makan pisang lahap:') sayang bapak",Love
"kemarin malam, istri sopirku yg terserang stroke itu meninggal dunia.. innalillahi wa innailayhi rojiun. allahummaghfirlahaa warhamhaa wa™aafihaa wa™fu™anhaa, waakrim nuzulahaa wawasi™madkholahaa.. aku sedih banget dan marah banget pada masalah yg memicu dia terserang stroke.",Sad
sumpah ini keren banget sebutan komputer manusia karena beliau mempunyai kecepatan yang luar biasa dalam melakukan pekerjaannya sebagai analisis data. kuncinya adalah : tetap menjadi diri sendiri,Joy
semangat flo ;3,Joy
"terima kasih banyak kak derza! aamiin aamiin terima kasih atas semua ucapan dan doa baiknya. semoga semua doa baiknya berbalik ke kamu ya. terima kasih sudah menyempatkan ngucapin selamat ulang tahun ke aku hehe. terima kasih juga atas hadiah, kue, dan bunganya. aku suka banget",Joy
kalo ada orang mukanya murung fix fans mu,Neutral
"wordle 234 3/6 kaget sendiri, bisa-bisanya tebakan ketiga langsung keluar",Fear
"normaly 1 jam itu 1 juzz, perlu waktu 30 jam untuk khatam. sementar 1 hari itu 24 jam, maka perlu percepatan waktu utk khatam 1 hari tanpa makan, minum, istirahat. percepatan 2x saja terdengar suara kusut apa lagi 7x. yg seperti dia nggak perlu dihukum, bakal mati sendirinya.",Neutral
yah sedih,Sad
"sekian. gue sampe detik ini masih suka feel so amazed banget sama jungwon, keren banget dah pokoknya nih anak kalo gue jabarin satu satu bisa jadi manuskrip berharga yang diperebutkan seluruh dunia.",Joy
lu paling susah di ayoin sih bangsat.,Anger
kalau nanti 2024 suaranya tetap dapat banyak.. berarti kalian memang pantas terhina dan jangan marah kalau dihina.,Anger
ayoo lifeb sepi bgt minggu ku ga ada tayangan snowdrop lagi:(,Sad
coba sampai ep 12 banyak bucin tolol wkwk,Joy
dua tiga lari pagi lama-lama gakuat beibih mas crush pergi aku sedih,Sad
"aihh banyak yg bilang gitu, tapi banyak yg kecewa juga setelah nyubit pipi akuu, pipi aku ga ada isinyaa",Sad
apa takut dengan imbas politik akhirnya hukum hanya sebatas lambangkah ?,Neutral
pagi pagi dah rosak mood lah thial. nak orang tolong kau tak payah la marah marah elok orang ikhlas jadi terpaksa pulak halah.,Anger
"gue pernah nih dapet cerita soal begini dari mulut anak cowo langsung, yang diginiin tuh anak cewe yang kebetulan emang gk terlalu di sukain sama anak kelas. walau gue juga gk suka sama nih cewek karena kelakuannya yang begitu tapi keterlaluan banget gue denger ceritanya juga”",Anger
"setuju. apalagi kalau ada edukasi seks serta aborsi yang baik, orang-orang jadi paham bagaimana harus memperlakukan seks dan akibat2nya. selama ini orang-orang hanya fokus ke makin bayak seks bebas, makin enak, dst. it's not even the point",Neutral
"semangat buat hari ini ya!! u deserve to be happy. anw, jgn lupa sarapan agas",Joy
"kadang gue sedih kenapa jd orang yg kalau ada apa2 diampet dewe, kan jd mumet dewe",Sad
bila semangat mau pergi church tiba2 bersin x tentu pasal. umm. xdapat pergi.,Joy
"jangan lupa ngingetin ayang buat napas, takut lupa malah repot",Fear
"yang tak suka kesukaan masing-masing,",Neutral
"bukan cinta atau suka tapi lebih ke persaudaran yang sempat terjalin jangan sampai lepas begitu saja, saya masih mengingatmu dan tak akan lupa kebaikanmu ku tunggu di salatiga. meskipun ga pernah kontaka""an semoga kamu baca ini ya",Neutral
aku takut,Fear
"iya""..asal jangan kuat malu",Neutral
qaqa jangan marah marah.. takut nanti cepat tua,Fear
"pepatah mengatakan bahwa : ""orang bodoh lebih berbahaya daripada penyakit menular"".",Neutral
yang paling babi dalam pergolakan politik & pentadbiran di malaysia ni adalah geng mahiaddin & azmin. babi segala punca. marah betul bila ingat balik.,Neutral
anjayy lebih enak itu sih daripada bagas,Joy
paling sedih bila tengok gambar class diaorg.. meja diaorg semua full bunga gambar ape semua then student yang selamat sampai sekarang diaorg trauma dengan tragedy tuh,Sad
jangan panik nder terakhir tgl 15,Neutral
"dear you, kalo km baca ini. i just wanna u know. maaf harus berhadapan sama aku yang mentalnya ga stabil. gabisa kontrol perasaan, self harm, sering ngeluh dll but really, seakan km gatau apa-apa aja yang udah aku laluin. sedih, tp aku tau mungkin km lg kesel aja",Sad
"mandi sore, soalnya mo les. sedih malem minggu malah les",Sad
sender nya keren banget ku suka tulisan mu,Love
beh kaget tiba tiba makasii min wkwkwk,Joy
"astagfirullah kaget gw, smpe bingung juga dpat notif bgni sejak kpan gw punya gebetan jgankan gebetan org suka aja gk ada",Fear
hahaa sama. gue di unfoll 10 org hari ini . kaget banget,Fear
"aku bukannya nda suka sih tp ngga bisaa, karena punya alergi rhinitis dan kt dokter kalau bisa di kamar jangan ada terlalu banyak barang biar nda memperparah, jd wkt itu siklusnya beli - baca - jual/kasih orang. untungnya sekarang udah ada e-reader puji tuhan!",Joy
"susu kenyot, lebih enak minum langsung dari sumbernya",Joy
full sedih maszehh,Sad
baru saja mengirim foto,Neutral
"wanita ini pamer ogah beri tip ke pelayan, ternyata balas dendam karena pernah jadi korban ghosting",Anger
"arlian melanjutkan ""soalnya arlian emang suka bikin kue banyak gitu dan kadang di bagiin ke temen. sayangnya lupa nanya alamat kakak waktu itu jadi gak sempat anterin kesana."" atentsinya kembali berfokus pada sang lawan bicara ketika kak laura bercerita mengenai akhir pekannya.",Neutral
"kenapa belum? sarapan dong, apa ngga biasa sarapan?",Neutral
marah.,Anger
"lah anjir kalo udah biasa manggil adik mah adik aja kali, gajelas lu anjir. emang lu aja aneh masih cari pembelaan",Anger
"sek pagi wes emosi, udaah mau 3 hari gabisa login.",Anger
jangankan untuk sekadar bicara. menatapmu saja aku tak kuasa.,Neutral
"jika kamu cinta dia, biarkan dia menjadi dirinya sendiri, maka kamu tidak akan kecewa ketika mereka tidak seperti yang kamu inginkan.",Neutral
"semakin kita meremehkan lawannya, besar kemungkinan akan kecewa dengan hasilnya.",Neutral
pagi-pagi sedih lihat berita-berita sedih jadi sedih kan,Sad
pagi2 udh dibikin sedih aja sama dennise,Sad
"taun berganti bukan berarti orang gagal akan hidupnya tidak ada, ini bukti nyata kegagalan pria tapi seolah berbicara mewakili semua pria. jangan diambil hati, orang bodoh tiap tahun memang selalu ada.",Neutral
"betooll bodoh banget yg suka ngmg: matiin rejeki org krn sinet tamat! sok tau bangett tp ya gitu, ngeyel",Anger
ada yang mulai sebar bacot!! pesan prabowo ke seluruh kader gerindra: jangan jauh-jauh dari ulama!,Anger
"gue yg mutusin emang, tp yg pamit rest emg siapa tau2nya gue dpt kabar begitu. disuruh keep it private dikira gue gatau apa kalo dia juga nyindir gue mulu, diem diem asu apanya yg diem, kalo ada main qrt gitu jadi ajang buat jelek2in gue",Anger
eh ini banyak idol yang habis kena c word udh selesai loh. ini ga ada kabar sama sekali helloo??,Neutral
"semangat bitt!! good luck, semoga semua urusannya dilancarkan ya, aamiin",Joy
semangat mbull,Joy
wah senang disangka 00 line tampak muda aku disana sujiya?,Neutral
"panik bnggett, mana gue pemalu lagi adhh",Fear
iya ya kaya kaget gak si atau sedih seneng apa gimana,Neutral
"masih sepi sepi aja nih, jejangan yg nanggepin emang bot dan bajer doang ye? xixixi",Neutral
ya allah aku sedih kali sumpah denise hsgsfscs dari awal aku udh bad feeling tapi masih berharap gitulo paham kan,Sad
"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?",Anger
menjadi biasa itu terlalu biasa.,Neutral
"lagi sebar duit lewat dana kaget nih! cuma buat kamu yang paling gesit, sikat sekarang",Joy
tapi ttep gue msi g trima anjg mksd lo apa td buka baju tdi? kaget ajg,Anger
malaysia ni. tokey besar la jadi payung orang politik. sebab tu nak kawal harga barang pun takut. nak tekan orang tengah tak berani. tokey besar bagi komisen banyak kat orang politik. subprojek dekat tokey besar. dapat komisen pun dah boleh kaya 7 keturunan,Anger
ngeri yaampun,Fear
"my love! barangnya udah sampai dan aku langsung pake. bener-bener seger banget pas baru masangnya, langsung suka banget! makasih banyak, ave! aku kasih bintang 5!",Love
heran gue masi pagi udh nyinyir aja yaampun gimana gue ga suka sedih yaa.. even kesibukan gue aja lo ga brusaha cari tau gitu malah begituu,Sad
semangat ber kerja walaupun masih gini gini aja.,Joy
wkwkwk santai aja ayok mutualan sini,Joy
aku rindu kamu :'),Love
"pemenang : dapat bersyukur saat kecewa. dapat tersenyum saat terluka. dapat bangkit, ketika terjatuh.",Neutral
terong ga enak flop bgt,Joy
"makji aku pengen mam mie ayam, udh bm 2 minggu lalu boleh gk makji? takut ileran ini cacingnya",Fear
ayam penyet sambel ijo kak. enak sih. tp nguantri banget,Neutral
"inilah contoh orang2 yg belum siap bersosial media ya gini nih udah close minded, racist, bodoh attitude gak ada",Anger
"coba masuk sini, mi kalau jdi anime kabar gweh",Neutral
"ini sepi banget dah, pada kemana ya?",Neutral
kamu jangan marah-marah nanti kamu lekas tua .,Neutral
job sepi banget,Sad
"enak bgt pjj, aku ptm:((",Sad
semangat biyaa,Joy
suka banget beb,Love
satu hal yang saya benci; terlambat menyayangi seseorang.,Sad
"habis itu dia nge chat aku gt lohh habis nge chat yaa gitu jadi deket deket. beberapa kali tuh dia ngasih cokelat sama susu strawberry kalau gak salah. trs aku sama dia disekolah gak pernah nyapa kadang eye contact doang soalnya dua duanya malu gitu kan, agak sedih sih",Sad
aku jg sedih,Sad
"mvs a¼ the house a¼ tolong dong, ada yg jelasin pesan dibalik ketiga ceritanya, aku agak paham buat cerita pertama pesannya gmn, cmn utk cerita kedua dan ketiga aku msh bingung. makasih ya",Neutral
dah bodoh dah relax nanti sendiri sakit,Anger
selamat pagi mari memulai hari dengan emosi yuk mampir~,Anger
"3bln setelah nikah ok aja mau dibilang apapun,tp makin kesini bahasa nya benerbener tidak buat enak dan stress sendiri sampe mikir mau kurus dengan cepat tp tidak mungkin,semua itu butuh proses untuk sehat jg.. sedih bangett",Sad
gamau emosi tahan tahan,Anger
emg dri dulu gak bgitu takut w sm ni virus. sungguh sgt percaya diri tp beneran alhamdulillah sehat trus,Fear
"ga biasa sarapann, adin?",Neutral
"pasti sedih dan capek jugaa, semangat ya firdyy",Neutral
tolong ini temennya siapa cinta drama pake banget,Love
"wkwkwk inget banget sama video ini, yg namjin muji penampilan hobi terus ada juga pas video jungkook muji kalau hobi hari itu ganteng banget gak kayak biasanya, sampe malu anaknya i vote for at the 2022",Joy
"pagii, semangat juga yaa",Joy
"aku sbg yg pernah + juga berusaha utk tidak panik, aku kasih tau lah kalo temen2 yg lain hrs lgsg pada swab, antigen dulu aja blabla. ternyata, dia ngeprank doang. aku emosi dong disitu. dikeluarin lah semua stiker kata2 mutiara aku. aku marah2 di grup. krn ga lucu becandaanny",Anger
apaan ini trending nft.. jijik bgt kalo mau abisin uang di hal yang gak membahayakan bumi bisa gak si tolol,Anger
ngeri bgt,Fear
"sedih tengok orang argue pasal islamic financing menindas. dia sama ja, ada la beberapa manfaat untuk orang islam. tapi basically sama ja, cuma ditukar ke term² arabic sikit. total pembayaran balik sama/hampir sama ja dengan konvensional punya. benda cari makan..",Sad
"ini maksutnya malu shy apa malu ""palu"" sih?! yang jelas dong!!",Anger
"enggak begitu suka susu. kamu saja mungkin yg minum susu, biar makin bongsor.",Neutral
semangat puasanya an,Joy
"cuma karena kyohei gak banyak disorot di truth, ada yg gak mau beli dvdnya, wkwk. aku paham dia kecewa, aku pun kemarin sampe nyari-nyari keberadaan kyohei, tapi kan isi dvd katakon gak cuma truth doang, bambang. di spl misalnya, kyohei banyak disorot kok",Neutral
ujan2 mcam ini enak ngezoo ah..,Joy
gini kan enak,Neutral
"masih on going, asli ini asyik banget! suka banget cara nulisnya, gaya bahasanya kayak aku banget, i mean, seleraku banget! can't wait to see more eps.",Love
"pelatih sepak bola ini harus berurusan dengan polisi setelah aksi sodomi terhadap tujuh bocah di brebes, dibongkar.",Neutral
"ttapi aku lebih suka make aksen british, walaupun engga paham banget tapi dengernya enakeun",Love
"kaget gue makasih ocell, lope youuuuu",Love
baru lihat kabar denise astagaa andwee,Neutral
"nonton ulang video got step back dance practice di mv-nya, taeyon elegan bgt pindah dr pinggir ke tengah. pas liat seulgi, wah buset pindahnya lari dari pojok kanan ke tengah khawatir kesandung loh",Fear
baru saja mengirim foto kantor badan pertanahan parepare,Neutral
mandiri tanggung jawab rendah hati sabar dan takut akan tuhan..itu saja udah cukup utk harapanku :3,Joy
"dulu di sekolah emang banyak banget yang ga suka sama aku sih, ditambah aku juga ga cantik.",Sad
takut ah tp wkwk,Fear
buka twt sekarang rasanya ky sepi banget,Sad
suka banget. makasi ibu bapak dan eyang,Love
hi kak! lagi cari app prem? pengen cepet juga? ada nih! lengkap + fast respon + testi on pinned yaa yuk langsung dm! t jual netflix murah spotify wetv kaget nikah all of us are dead,Neutral
"lebih mending kecanduan si jadi enak ngabisin obatnya, ya gak sih?",Neutral
"aku suka begadang, aku suka kopi, aku suka malam. tapi kesukaan terbesarku itu kamu",Love
mesti cr muram durja birthday dia harini,Sad
dipikir pikir aku orangnya sok asik nyatanya gak ngasikin kan . sok akrab banget padahal kayak jijik gitu sama aku ya udah gak bisa memaksa buat suka sama aku,Love
"inilah yang sudah lama kunanti. akhirnya ngadain webinar yg topiknya nendang banget, yaitu tentang toxic relationship. yuk lah bestie yang masih suka galau2 masalah percintaan mending ikutan ini!!",Joy
"kalo nyolong, malu mah kedengeran ama yang punya",Fear
kalau ada teman abg yg murung pagi ini di pastikan dia fans mu wkkwkwkwkwkwkw,Joy
"tapi lanjut dimakan gak? takut banget kalo lanjut makan, takutnya ada pecahan beling kecil masuk ke perut",Fear
kenapa w hrs ga enak badan pas weekend,Sad
mpus suka banget nemenin ummi..,Love
"ya allah berkati, bahagia hmi..",Joy
moj yukks boleh off4r sesuai budg4t saja,Neutral
semangat membacaa,Joy
jends ngasih info kadang suka banget dadakan deh kampus bikin keki,Anger
"mantep tri, gk kayak bank mandiri, gblk minta ampun ditanya beda orng jawabannya gakjelas dan muter muter, emang swasta didikannya beda ama didikan plat merah jikubiniu asli gedek bngt, pulsa habis bnyk cuma telp callcenter bodoh",Anger
"ya kali ngejar ngejar cinta, ngejar tahajjud aja kadang suka telat",Love
"dari awal gw termasuk yang menikmati karyanya gofar, walaupun memang bahasanya vulgar dan sebagainya tapi bukankah itu pilihan ? kalau kalian gak suka yaudah, gak perlu nikmati karyanya.. lagian modelan gofar banyak banget kok luaran sana.. love gofar",Love
tapi meningkat banget hasilnya gimana kalau ditanyain? trus kamu pikir dosen cuma bakal lihat dan jadiin laporan evaluasi kita jadi bungkus gorengan? ya bakal ditanyain lah bambang bikin naik emosi pagi2.,Anger
suka an cinta banget tulisan macem giniyg pandai bikin emosional org tergerak wkwk,Love
kadang tetangga sih suka reseg eh si a aja dah nikah masa kamu belum ih kesel banget pdhl kan nikah bukan lomba btw aku jual spotify premium 3 bulan cuma 35k dan masi banyak app premium lainnya yuk buruan order,Neutral
semangat.. jangan nangis eiya air mata lu lebih berharga dari apa ye gue juga gatau :( tapi gue juga sedih si mana gak bisa ngedadahin :(,Sad
sedih bacanya.. tapi gak apa.. terima kasih ya denise,Sad
takan ada kesempatan kedua jika tahun ini kalian masih bego semua data hasil kaya saya sia sia buat cerdaskan kalian,Anger
lg sedih jdi terhibur aq,Joy
my! hari ini seneng banget huhu. dapet kabar baik dari jimin say alhamdulillah buat muslim armys terus nanti stay alive mau rilis jangan lupa kita punya goals juga ya. harus semangat pokonyaa,Joy
marah kat diri sendiri,Anger
: kurasa kita akan sering bertemu secara langsung~~? : tunggu saja : aku sudah menonton video sorotannya : tunggu sampai jam 5 sore : ini adalah harinya : ini hari jumat dengan 2 konten sekaligus!,Neutral
"gua naik angkot isinya cowo semua anjirr, malu bet",Fear
sepertinya opung msh dendam bu,Anger
takut banget lohh ada cacing kepanasan ahah,Fear
"morning, nie semangat yaa",Joy
"pagi, mbak mita.. tetap semangat",Joy
"masi inget bget pas nobar ini sekelas, aku lagi sakit mens/sumilangeun,, film ni sedih sangat lgi nahan sakit perut pun ttp nangisin film.",Sad
"terpujilah blues! tiap birama ketiga contra bass yang memetik kunci kres: dendam sadis disibak, lalu dilepaskan.",Joy
kan arteria dahlan cuman wakil rakyat toh.. lah terus rakyat yg punya hak di abaikan begitu saja .. kalau begitu tidak usah menjadi wakil rakyat biar rakyat sendiri yg bertindak dan menindak lanjuti setiap kejahatan dan setiap ada kasus2 ampe kesel bacanya,Anger
tapi rasa mcm x guna klau berhenti kerja sbb senior mcm tu.. tu bkn senior biasa.. senior citizens weh,Neutral
ya allah enak banget libur btw bulan ini sy cek out shopee isinya bantal sama blender jus mau memperbaiki kualitas bobok sama kesehatan wkwk ( saran dari dokter ) karena abis kontrol n sumpah rekor bb 64kg bhakk makanya beban badan makin berat ye shay,Joy
semangat semangatt,Joy
"goblok bin bodoh. kalau kamu ateis kamu akan memfollow akun2 sains, bukan perasan. bahkam dalam berbohong pun kamu bodoh sekali sekarang ngaku ateis? iya?",Anger
sumpah sedih bgt ini,Sad
surat ojk palsu eazy property (pt indonesia jaman sekarang) - cc,Neutral
"hari ini gk dl,ngeri",Fear
"gak katla, ga wordle, yang hari ini bikin tegang semua.",Fear
reply la ws apa yang susah sangat nak suruh fix app je pun kang aku tak masuk kelas pastu kata aku ponteng bodoh betul,Anger
9. waduh entar lagi selesai nih alesannya. tapi alesan terbesar kenapa aku cinta jane adalahh.. jeng jeng! kamu suka muji muji ak sampe banyak nih kupu kupu yang aku tampung. kamu kuat.. tapi manusia juga rapuh! aku berusaha buat jadi akar kamu buat tumbuh ya bibit jane. love,Love
"deg deg an, gabisa mikir, kalo udh gugup tingkat tinggi biasanya tremor",Fear
